Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,Agent,Country,State or Province,City,Order Date,Ship Date,Profit,Quantity ordered new,Sales
Not Specified,0.1,14.98,7.69,1727,Juanita Ballard,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,0.57,East,Erin,United States,Ohio,Kent,21/01/2015,23/01/2015,-76.9,8,114.81
High,0.04,55.48,6.79,1728,Carrie Lewis,Regular Air,Corporate,Office Supplies,Paper,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",0.37,East,Erin,United States,Ohio,Kettering,22/02/2015,24/02/2015,376.88,10,546.21
High,0.1,65.99,3.99,1730,Kerry Wilkerson,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,West,William,United States,Idaho,Moscow,07/04/2015,09/04/2015,-88.62,5,272.86
Not Specified,0.02,60.98,49,1733,Nina Horne Kelly,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,East,Erin,United States,District of Columbia,Washington,04/04/2015,06/04/2015,-662.52,34,2119.54
Not Specified,0.02,1270.99,19.99,1733,Nina Horne Kelly,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,East,Erin,United States,District of Columbia,Washington,04/04/2015,06/04/2015,9228.23,36,45737.33
High,0.02,30.98,17.08,1733,Nina Horne Kelly,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,East,Erin,United States,District of Columbia,Washington,28/06/2015,29/06/2015,-32.28,13,438.25
Not Specified,0.02,60.98,49,1734,Christopher Meadows,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,East,Erin,United States,New York,Harrison,04/04/2015,06/04/2015,-596.27,9,561.06
Not Specified,0.02,1270.99,19.99,1734,Christopher Meadows,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,East,Erin,United States,New York,Harrison,04/04/2015,06/04/2015,7889.69,9,11434.33
Not Specified,0.05,205.99,8.99,1734,Christopher Meadows,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,0.6,East,Erin,United States,New York,Harrison,04/04/2015,06/04/2015,1545.81,19,3229.24
High,0.02,30.98,17.08,1735,Eric West,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,East,Erin,United States,New York,Hempstead,28/06/2015,29/06/2015,-16.14,3,101.13
Not Specified,0.09,30.93,3.92,1737,Danielle Myers,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",0.44,South,Sam,United States,North Carolina,Garner,03/06/2015,05/06/2015,-130.42,16,451.83
Not Specified,0.03,1.68,0.7,1737,Danielle Myers,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 308,0.6,South,Sam,United States,North Carolina,Garner,03/06/2015,05/06/2015,-106.42,11,20.24
Medium,0.08,175.99,4.99,1738,Dean Solomon,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,5165,0.59,South,Sam,United States,North Carolina,Gastonia,28/03/2015,28/03/2015,-16476.84,10,1486.34
Low,0.04,35.44,19.99,1738,Dean Solomon,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1880,0.38,South,Sam,United States,North Carolina,Gastonia,14/06/2015,21/06/2015,-108.27,11,406.26
High,0.09,349.45,60,1739,Edna Pierce,Delivery Truck,Corporate,Furniture,Tables,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,South,Sam,United States,North Carolina,Goldsboro,03/05/2015,04/05/2015,-90.75,17,5835.41
Medium,0,55.99,2.5,1743,Paige Jacobs,Regular Air,Consumer,Technology,Telephones and Communication,Small Pack,Accessory28,0.83,Central,Chris,United States,Texas,Friendswood,12/02/2015,14/02/2015,-121.06,1,52.1
Not Specified,0.02,4.13,6.89,1745,Herbert Holden,Regular Air,Home Office,Office Supplies,Labels,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",0.39,South,Sam,United States,Georgia,Atlanta,09/01/2015,10/01/2015,-51.74,9,45.87
Low,0.04,60.65,12.23,1745,Herbert Holden,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.64,South,Sam,United States,Georgia,Atlanta,14/02/2015,16/02/2015,116.51,4,256.77
High,0.04,124.49,51.94,1745,Herbert Holden,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,South,Sam,United States,Georgia,Atlanta,12/06/2015,14/06/2015,-247.55,4,605.82
High,0.1,35.99,5,1745,Herbert Holden,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory17,0.82,South,Sam,United States,Georgia,Atlanta,12/06/2015,12/06/2015,-277.21,54,1569
High,0.04,124.49,51.94,1748,Helen Simpson,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,Central,Chris,United States,Oklahoma,Enid,12/06/2015,14/06/2015,-93.06,1,151.46
Not Specified,0.02,4.13,6.89,1749,Sherri P Stephens,Regular Air,Home Office,Office Supplies,Labels,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",0.39,Central,Chris,United States,Oklahoma,Lawton,09/01/2015,10/01/2015,-48.24,2,10.19
Low,0.04,60.65,12.23,1749,Sherri P Stephens,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.64,Central,Chris,United States,Oklahoma,Lawton,14/02/2015,16/02/2015,44.29,1,64.19
Low,0.04,8.5,1.99,1754,Nelson Hong,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,0.49,West,William,United States,California,Torrance,27/02/2015,28/02/2015,43.28,14,118.57
Low,0.1,15.99,9.4,1754,Nelson Hong,Regular Air,Consumer,Technology,Office Machines,Small Box,"AT&T Black Trimline Phone, Model 210",0.49,West,William,United States,California,Torrance,27/02/2015,27/02/2015,-36.21,5,79.47
Low,0.09,95.99,8.99,1754,Nelson Hong,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Flip,0.57,West,William,United States,California,Torrance,27/02/2015,03/03/2015,7.03,8,627.28
High,0,115.99,5.92,1764,Michele Bradshaw,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,8890,0.58,South,Sam,United States,Florida,Dunedin,22/01/2015,22/01/2015,-16.77,11,1160.42
High,0.06,19.98,10.49,1764,Michele Bradshaw,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,12-1/2 Diameter Round Wall Clock,0.49,South,Sam,United States,Florida,Dunedin,01/03/2015,03/03/2015,514.18,5,103.37
High,0.08,1.76,4.86,1764,Michele Bradshaw,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Regeneration Desk Collection,0.41,South,Sam,United States,Florida,Dunedin,01/03/2015,02/03/2015,235.66,23,40.22
Not Specified,0,5.77,4.97,1765,Ralph Woods Scott,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binding System Hidden Tabª Executive Style Index Sets,0.35,Central,Chris,United States,Missouri,Creve Coeur,04/05/2015,05/05/2015,3.56,8,52.43
Critical,0.01,50.98,6.5,1767,Robert Rollins,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,0.73,South,Sam,United States,Georgia,Newnan,26/03/2015,27/03/2015,5.34,16,818.49
Medium,0.07,60.98,49,1771,Jeff Spivey,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,Central,Chris,United States,Illinois,Freeport,06/03/2015,07/03/2015,-807.89,7,410.17
Low,0.09,12.95,4.98,1775,Marlene Kirk,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Binding covers,0.4,Central,Chris,United States,Indiana,South Bend,14/06/2015,21/06/2015,123.89,21,269.54
Not Specified,0.08,5.78,5.67,1776,Charlotte Patterson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1978,0.36,Central,Chris,United States,Indiana,Terre Haute,04/02/2015,05/02/2015,-53.9,19,106.57
Low,0.07,5.43,0.95,1777,Miriam Greenberg,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",0.36,Central,Chris,United States,Indiana,Valparaiso,22/04/2015,26/04/2015,26.5,7,38.41
Low,0.02,10.06,2.06,1777,Miriam Greenberg,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit¨ Designer Note Cubes¨,0.39,Central,Chris,United States,Indiana,Valparaiso,03/01/2015,08/01/2015,90.62,13,131.34
Not Specified,0.03,19.99,11.17,1777,Miriam Greenberg,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,0.6,Central,Chris,United States,Indiana,Valparaiso,02/04/2015,03/04/2015,-20.88,12,251.61
High,0.06,13.99,7.51,1778,Ray Oakley,Regular Air,Consumer,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,0.39,Central,Chris,United States,Indiana,West Lafayette,10/05/2015,12/05/2015,6.48,21,287.99
High,0.06,15.04,1.97,1778,Ray Oakley,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,Central,Chris,United States,Indiana,West Lafayette,10/05/2015,10/05/2015,2.33,3,46.86
High,0,55.48,14.3,1781,Jackie Capps,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,William,United States,California,San Carlos,12/06/2015,14/06/2015,454.45,11,658.62
Low,0.03,5.08,2.03,1781,Jackie Capps,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Master Caster Door Stop, Brown",0.51,West,William,United States,California,San Carlos,07/01/2015,12/01/2015,15.15,4,21.96
High,0.03,3.28,3.97,1782,Lawrence Dennis,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,0.56,West,William,United States,California,San Clemente,06/01/2015,08/01/2015,-90.76,7,24.57
Critical,0.04,205.99,8.99,1788,Valerie Siegel,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,0.56,South,Sam,United States,Georgia,Woodstock,21/01/2015,22/01/2015,960.98,6,1008.53
Critical,0.04,880.98,44.55,1793,Derek Jernigan,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,Central,Chris,United States,Illinois,Galesburg,06/01/2015,07/01/2015,-13706.46,8,6968.9
Critical,0.04,3.68,1.32,1802,Jack Morse,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",0.83,South,Sam,United States,Florida,Dunedin,01/06/2015,02/06/2015,300.93,11,41.29
Medium,0.01,8.12,2.83,1808,Joyce Knox,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,East,Erin,United States,West Virginia,Parkersburg,17/03/2015,18/03/2015,-40.76,10,88.64
Not Specified,0.09,77.51,4,1814,Albert Tyson,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76,South,Sam,United States,Mississippi,Olive Branch,23/05/2015,25/05/2015,-986.52,17,1300.54
Not Specified,0,2.88,0.7,1814,Albert Tyson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,South,Sam,United States,Mississippi,Olive Branch,23/05/2015,25/05/2015,-141.67,13,38.06
Medium,0.06,90.97,14,1815,Marvin Yang,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,0.36,South,Sam,United States,Mississippi,Pearl,11/02/2015,12/02/2015,47.33,14,1263.35
Low,0.01,10.48,2.89,1816,Danielle Schneider,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,0.6,Central,Chris,United States,Michigan,Canton,05/02/2015,07/02/2015,60.56,19,202.38
Not Specified,0.06,17.98,8.51,1818,Ian Hall,Regular Air,Consumer,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,Central,Chris,United States,Michigan,Dearborn,15/04/2015,17/04/2015,-47.24,3,56.38
Not Specified,0.1,9.99,4.78,1818,Ian Hall,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1896,0.4,Central,Chris,United States,Michigan,Dearborn,15/04/2015,18/04/2015,9.15,12,119.13
Low,0.01,10.48,2.89,1821,Vanessa Boyer,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,0.6,East,Erin,United States,New York,New York City,05/02/2015,07/02/2015,40.92,76,809.51
Not Specified,0.07,18.65,3.77,1821,Vanessa Boyer,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,3M Polarizing Light Filter Sleeves,0.39,East,Erin,United States,New York,New York City,15/04/2015,16/04/2015,149.72,34,643.64
Not Specified,0.06,17.98,8.51,1821,Vanessa Boyer,Regular Air,Consumer,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,East,Erin,United States,New York,New York City,15/04/2015,17/04/2015,-52.49,13,244.31
Not Specified,0.1,9.99,4.78,1821,Vanessa Boyer,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1896,0.4,East,Erin,United States,New York,New York City,15/04/2015,18/04/2015,7.96,47,466.58
Not Specified,0.08,175.99,8.99,1821,Vanessa Boyer,Express Air,Consumer,Technology,Telephones and Communication,Small Box,2180,0.57,East,Erin,United States,New York,New York City,15/04/2015,16/04/2015,-459.08,16,2290.69
Medium,0.1,52.99,19.99,1826,Kate Peck,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0.81,Central,Chris,United States,Iowa,Bettendorf,18/04/2015,19/04/2015,-517.17,7,337.59
Medium,0,9.27,4.39,1826,Kate Peck,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",0.38,Central,Chris,United States,Iowa,Bettendorf,12/05/2015,14/05/2015,-7.61,1,10.65
Not Specified,0,5.98,0.96,1827,Vincent Hale,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 315,0.6,Central,Chris,United States,Iowa,Burlington,19/02/2015,20/02/2015,38.04,9,55.13
Medium,0.07,100.98,57.38,1827,Vincent Hale,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",0.78,Central,Chris,United States,Iowa,Burlington,18/04/2015,21/04/2015,-429.86,2,215.32
Medium,0.03,85.99,0.99,1827,Vincent Hale,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,Central,Chris,United States,Iowa,Burlington,18/04/2015,20/04/2015,264.17,5,382.85
Not Specified,0.02,5.98,5.46,1828,Stacey Lucas,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1983,0.36,Central,Chris,United States,Iowa,Cedar Falls,19/02/2015,20/02/2015,-47.12,7,44.8
Low,0.05,7.1,6.05,1828,Stacey Lucas,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,Central,Chris,United States,Iowa,Cedar Falls,06/01/2015,06/01/2015,-101.25,14,100.99
Low,0.04,20.95,4,1828,Stacey Lucas,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",0.6,Central,Chris,United States,Iowa,Cedar Falls,06/01/2015,11/01/2015,-1.88,7,142.06
Critical,0.01,10.64,5.16,1829,Suzanne Cochran,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,Central,Chris,United States,Iowa,Cedar Rapids,25/03/2015,27/03/2015,-11.69,5,58.52
Low,0.05,39.06,10.55,1829,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,0.37,Central,Chris,United States,Iowa,Cedar Rapids,06/01/2015,13/01/2015,250.98,9,363.74
Low,0.04,3.52,6.83,1829,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Self-Adhesive Ring Binder Labels,0.38,Central,Chris,United States,Iowa,Cedar Rapids,06/01/2015,15/01/2015,-57.75,4,15.93
Low,0.02,15.51,17.78,1829,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",0.59,Central,Chris,United States,Iowa,Cedar Rapids,06/01/2015,13/01/2015,-47.97,1,21.28
High,0.01,155.99,8.99,1836,Dwight Albright Huffman,Express Air,Corporate,Technology,Telephones and Communication,Small Box,CF 688,0.58,West,William,United States,California,San Francisco,19/04/2015,20/04/2015,-219.08,5,675.83
High,0.01,5.98,5.46,1837,Herbert Williamson,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1983,0.36,West,William,United States,California,San Gabriel,19/04/2015,21/04/2015,-18.88,4,28
Not Specified,0.07,40.98,2.99,1840,Clifford Webb,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,East,Erin,United States,Massachusetts,Townsend,30/03/2015,01/04/2015,369.21,13,535.08
High,0.09,35.99,1.1,1849,Michelle Steele,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,Accessory35,0.55,South,Sam,United States,Alabama,Enterprise,01/04/2015,03/04/2015,19.35,8,222.71
High,0.01,125.99,2.5,1849,Michelle Steele,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,i2000,0.6,South,Sam,United States,Alabama,Enterprise,01/04/2015,02/04/2015,-967.83,2,220.52
Not Specified,0.06,6.48,5.14,1852,Joy Kaplan McNeill,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 23,0.37,West,William,United States,California,Carlsbad,19/03/2015,21/03/2015,-28.45,10,68.34
Not Specified,0.02,30.73,4,1854,Erika Morgan,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,0.75,East,Erin,United States,Connecticut,Seymour,19/03/2015,22/03/2015,72.78,16,522.22
Critical,0.09,5.98,1.49,1860,Gina B Hess,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,East,Erin,United States,Massachusetts,Webster,15/06/2015,17/06/2015,13.23,5,28.01
Not Specified,0.08,8.09,7.96,1869,Roberta Daniel,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,West,William,United States,New Mexico,Alamogordo,03/05/2015,04/05/2015,-88.82,10,80.35
Medium,0.03,90.48,19.99,1873,Lisa Kim,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Tyvek¨ Side-Opening Peel & Seel¨ Expanding Envelopes,0.4,South,Sam,United States,Florida,Palm Beach Gardens,17/01/2015,19/01/2015,15.35,1,99.69
Medium,0.06,22.84,8.18,1873,Lisa Kim,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1991,0.39,South,Sam,United States,Florida,Palm Beach Gardens,17/01/2015,17/01/2015,-357.92,7,152.49
Critical,0.09,95.99,4.9,1875,Martin Kirk,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T60,0.56,South,Sam,United States,Virginia,Chesapeake,29/01/2015,31/01/2015,34.3,4,320.75
Not Specified,0.09,5.78,5.67,1882,Anita Kent,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1978,0.36,East,Erin,United States,New Jersey,Linden,01/03/2015,03/03/2015,-7.96,1,11.35
Not Specified,0.05,535.64,14.7,1885,Jacob Hirsch,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Epson LQ-870 Dot Matrix Printer,0.59,East,Erin,United States,Rhode Island,Barrington,01/03/2015,03/03/2015,4407.44,15,7029.1
Low,0.09,78.8,35,1889,Oscar Bowers,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Space Solutionsª Industrial Galvanized Steel Shelving.,0.83,East,Erin,United States,Ohio,Kettering,17/04/2015,21/04/2015,-1025.02,14,1059.38
